attraction,username,contributions,time,review,rating
Children Creativity Museum,Gairik Bhattacharjee,61,Mar 2019,Fun place with learning for kids.. Plan for a full day to uncover all the attractions,5.0
Children Creativity Museum,Dutchy Foresee,85,Mar 2019,"Excellent interactive museum where big and small kids can get inspired to think outside the box, get confidence in their own ideas and create a better future.",5.0
Children Creativity Museum,A Garg,241,May 2022,"Kids were able to spend quality time more outdoors, than inside. It's only 1 floor during weekdays, so wasn't much to do. The staff was nice, but ticket is a bit pricey for such small space.",4.0
Children Creativity Museum,Benoit Sigoure,137,Jul 2022,This place used to be great for kids. Pre-pandemic our kids used to go there virtually every day. But unfortunately COVID hit this part of San Francisco pretty hard and places like the CCM have not recovered. Exhibits are pretty simple and …,2.0
Children Creativity Museum,Mimi B.,368,Mar 2020,Amazing place for kids. Lots of interactive activities. Wish they had a mother room area,4.0
Children Creativity Museum,Stephen Favrot,60,Mar 2020,"Great place to spend a few hours with kids. They have a clay animation room, blocks, magical coloring room, a sing along room and a number of robotic rooms",5.0
Children Creativity Museum,Jeremy Kuester (Jepo),15,Mar 2019,Lot's of fun for the wee ones. A nice building with a  creative and playful atmosphere for everyone. Kids love it!,5.0
Children Creativity Museum,Shaun Correa,119,Mar 2022,"For the price, this place was pretty disappointing. Most of the activities are relatively generic, and what our kid already experiences at her montessori daycare. Calling it a museum is a bit of a stretch. Good concept, and hope they develop further in the future.",3.0
Children Creativity Museum,Neha Singh Tanwar,37,Mar 2022,"My kid doesn't want to leave. I don't want to leave because he is engaged. Little one loves it too. I have started loving the mystery box challenges myself. You see, this place is a gem for people with kids! With covid, things have changed …",5.0
Children Creativity Museum,Elle M.,54,Apr 2022,"It's the same price for kids and adults so it's a one and done visit for us, but it had several of cute activities to address younger and older children. I don't feel like I need to experience it more than once but we had a great time while we were there.",4.0
Children Creativity Museum,Kirsten Lee,27,Mar 2020,"I highly recommend this place for parents to bring their child/children. Super kid friendly, made for kids to touch and play. My son loved the various activities available, the outside slides/play area, the music room, and the sensory room. …",5.0
Children Creativity Museum,Erika Adkins,3,Mar 2020,We hosted our daughter's third birthday party here and the staff made it so easy. It's a great place to allow the kids to run and play safely. The parents were able to chit-chat and enjoy each other's company while the kids played freely. …,5.0
Children Creativity Museum,Ryan Heath,68,Mar 2019,"This museum is amazing! We took my daughter here for her third birthday. I was  a little worried that there wouldn't be many activities that she would be able to do, but she was able to enjoy every room and every floor of this great museum. …",5.0
Children Creativity Museum,Winnie x,12,Jul 2022,Great place with innovative design. It also has a great playground nearby. My son enjoyed it so much!,5.0
Children Creativity Museum,Babak Gho,93,Mar 2020,A very good place for small kids. My toddler truly enjoyed the time she spent here.,5.0
Children Creativity Museum,Song Han,23,Mar 2017,Great place for both my 16 month old toddler and his 5.5yr old sister. Most of the programs are geared towards older kids but they have enough to occupy the minds and imaginations of younger ones. Animation lab and robot labs are very fun …,4.0
Children Creativity Museum,Elisa C.M.,178,Mar 2019,"One of my favorite museums for kids!! And the name does it complete justice!!!

So many things to discover, create and enjoy!! They a room where you can draw …",5.0
Children Creativity Museum,G Woo Hoff (Peachynorth),456,Mar 2018,"Interactive discovery museum for the under 10 set. Plenty of blocks, Sensory play, music and arts for the 18+months.",5.0
Children Creativity Museum,Eyal Cimet,115,Mar 2019,"Amazing place for young kids and family. Visited with our 3 and 5 year old and spent the entire day there. Animation studio, sketch room and music room is our recommendation of must see for those ages, but everything else was great too. Such a nice time and very friendly and professional staff in all exhibits. Thanks!",5.0
Children Creativity Museum,A. Leiva,174,Mar 2019,I was recently at this venue for an award my daughter received it is small but nice plenty of seating the viewing is good for most angles. It also has a very nice multi-purpose room that can be catered for some nice adult chat time; while also being set up to entertain your kids…  if you bring them,5.0
Children Creativity Museum,Glencora King,75,Mar 2019,This my first visit to The Children's Creativity Museum. My eight year old and I loved it. It's a great mix of experiences for children in all age groups. My son was super excited to create his own animation and to add his drawing to the …,5.0
Children Creativity Museum,Helene Patel,275,Mar 2020,"Halloween celebration. Live music, hands on activities for kids of all ages.",5.0
Children Creativity Museum,Felice R,5,Mar 2019,"Friends from out of town brought me here for the first time. It was inexpensive, the staff was nice and helpful, the projects we're interesting and engaged the kids. I would recommend this place for people with young ones. There is also a place you don't outside for kids who need to get the fidgets out. Parking is a challenge.",4.0
Children Creativity Museum,Sarika Biwalkar,201,Mar 2020,It is very good place for kids of all ages. There is a lot to do inside the museum. I often take my 5 year old niece and 1 year old nephew. It has things to do for all aged kids. We have even hosted my niece’s birthday party here so many times and it was always a hit!,5.0
Children Creativity Museum,J. Gomes,85,Mar 2020,"Two of the more technologically interesting exhibits (The Tech Lab and the Musical one) were continuously experiencing glitches and crashes, which made for a disappointing experience for my older kids. The other exhibits like the one where …",3.0
Children Creativity Museum,Marvin Chow (theREALmarvin),92,Mar 2017,One of the favorites for my 2 girls (age 5 and 3). We've been coming here for 3 years and as their needs and interests have grown the museum has not disappointed. From the simple puppets and playground in the beginning to now spending time …,4.0
Children Creativity Museum,Richmond Rada,13,Mar 2019,"My almost 6 year old son has been going to Children’s Creativity Museum since he was 4 years old. This is one of his favorites! On our last visit, we finally able to make a short animation which was super fun! We are actually going today and we live in Sacramento!",5.0
Children Creativity Museum,Martha Tidings,5,Mar 2020,This was an amazing Museum for my kids ages 2 and up. There are creative themed and science themed coloring books and activity stations. My kids had so much fun for almost 2 hours. They slept so well that night after.,5.0
Children Creativity Museum,Shammi S. Quddus,32,Mar 2020,"Great place for kids, can keep them busy easily for 4-5 hours. Our favorite was the animation lab and sketch lab. There is a nursing room for infants that is quite free most of the time.",5.0
Children Creativity Museum,Kyrsten Carlson (kykapoo),303,Mar 2019,"Went with a friend and her three year old. He loved it, but I was a bit disappointed. There's a craft table, a train table, sand elevation table, sticky good table, building foam block area, and a puppet stage for the smaller kids. It didn't feel inventive or interesting.",3.0
Children Creativity Museum,Julia Gidwani,125,Mar 2018,Lovely kids museum. Fun for littles and preschool aged. Parking is rough.,4.0
Children Creativity Museum,Darrell Keeney,30,Mar 2019,"Small but really fun exhibits for kids of all ages. Fun for adults too! Ramps everywhere so those with disabilities can enjoy too. Friendly staff. It appears that they are currently expanding, but at this point the only food available is a …",5.0
Children Creativity Museum,Philipp Pelz,34,Mar 2020,"Great museum with fun learning opportunities!! My kids (5&7) enjoyed the robots, the animation and the music area and definitely want to come back. Lots of great staff who really want to help.",5.0
Children Creativity Museum,Jeanne O'Brien,1 review,Mar 2018,"I loved it! Took my 2 1/2 yr old grandson for the first time and he didn’t want to leave. Some activities he was a little too young for so room to grow. Well run, informative staff at every activity area and clean. Can’t wait to take him back.",4.0
Children Creativity Museum,Cecilia Rubaudo,45,Mar 2020,"It's more a kindergarden than a museum. I spent there a Saturday morning with my two sons (4, 2 yo). They enjoyed playing and creating with their hands. I wouldn't call it a museum but a well kept and minded place for children to play.",3.0
Children Creativity Museum,LeeAnna Vakameilalo (LeeLee),38,Mar 2020,"Such an awesome place where kids can learn, explore and indulge in sensory with sand, clay, foam, etc. I went with my brother (age 46), my son (age 2), my daughter (age 4) and my nephew (age 13). We all enjoyed ourselves, especially at the clay-mation studio. There was something for everyone to do and enjoy.",5.0
Children Creativity Museum,Orange,120,Mar 2019,"Plenty of children's activities ranging from ages 2 and up. There are coloring stations that will project your artwork toa 3d image moving along a city. There is a robot programming room. Imagination creativity room, music area, blocks, …",5.0
Children Creativity Museum,Andrew Valko,96,Mar 2019,"A great little activity center for kids in the center of San Francisco! Perfect for those cold or rainy days where you'd prefer to be inside instead of out at the zoo or the BADM. Plenty of things to do, though most appear to be geared …",5.0
Children Creativity Museum,Ugo C,77,Mar 2019,"Can be fun for toddlers, boring for kids over 6 y.o.
We came with 2 kids, 4 and 10... …",2.0
Children Creativity Museum,Elliot Schwartz,954,Mar 2016,"A good museum for little kids. The bottom floor has a reading corner, crafts table, puppet stage, giant building blocks, magnatiles, animation station, sticky dots, a toddler slide, and sometimes outdoor water activities. Upstairs they have …",4.0
Children Creativity Museum,C Rae,7,Mar 2019,"Wow!  The best place ever!  Went Friday on J Serra's field trip, with my kids summer program.   Wow!  My group and I, started on the first floor. our plan was two  pass thru all the stations and move on to the next floor.  It didn't go …",5.0
Children Creativity Museum,Danthu Vu,30,Mar 2020,"I wish they open before 10am. We can only spend about 1 hr before heading to lunch, then nap. There's just not enough time to do a lot of activities since this is an interactive type of museum. …",4.0
Children Creativity Museum,Eddie Contreras,41,Mar 2020,Fun museum to take young kids to! Lots of interesting exhibits that exercise creativity and imagination in a bunch of intuitive ways. They also have a children's theater that puts on fun plays and show Pixar short films on the weekend! My lil brother had a blast!,5.0
Children Creativity Museum,Valentina Z,12,Mar 2017,"Nice place to visit with your kids once a month or two. They have several stations like programming robots, creations video game, make a video clip, create movies, craft etc so the kids develop their creativity, thinking while playing. …",5.0
Children Creativity Museum,Diane Darling,171,Mar 2019,"The staff was so knowledgeable, and had such fantastic curriculum planned. They taught my three year old how to code robots with an iPad. They created a video of my three and one year old singing and and the wheels on the bus. They have a …",5.0
Children Creativity Museum,zhiheng xu,1 review,Mar 2019,it was great! My sister loves the animation center where she made her own film with a little clay mermaid. We also bumped into a live performance that morning. this place is vibrant.,5.0
Children Creativity Museum,Ashi Vinod,771,Mar 2018,My daughter loved it. She wanted to go on it again. We paid $3 since we went to the museum. Otherwise it's $4. …,5.0
Children Creativity Museum,Ian Kennedy,137,Mar 2020,Great museum for kids. There is also an awesome kids park in front.,5.0
Children Creativity Museum,Joe Ramirez,86,Mar 2019,Great place for the family. The video production was a favorite,5.0
Children Creativity Museum,Angela Zackery,31,Mar 2019,Cute place for kids. Staff very friendly. Daughter lived the sand box area And draw scan and find your car on the screen. She even was able to sing Moana on a green screen.,4.0
Children Creativity Museum,Ruth Hanks,194,Mar 2019,We have been to many children's museums but we won't be going back to this one. It didn't hold my three year olds attention like the museums normally do. He was interested in the floam table but there were two girls there who were hoarding most of it for a long time. Parking and figuring out how to get into the museum was also a hassle.,3.0
Children Creativity Museum,Alexthebest 823,69,Mar 2020,"This place is just amazing for kids. It has many different exhibits, my favorite being the claymation station. Would highly recommend you go with your kids for a very fun day.",5.0
Children Creativity Museum,louis Moran,96,Mar 2019,This place is an inexpensive way to keep your little ones happy in San Francisco. It is perfect to those parents that travel for business to San Francisco with family. The facilities are clean and the attractions are innovative and entertaining.,5.0
Children Creativity Museum,Fabricio Ferraz,68,Mar 2017,"This visit  was really unplanned and it turned out to be a great day. I really liked their museum store, you can get some nice, unique gifts in there. The museum staff is nice and knowledgeable. We had a great time!",5.0
Children Creativity Museum,Catherine Nguyen,38,Mar 2019,Great little museum with activities focused on creativity in making and performing. About .5 mile walk from the San Francisco Caltrain stop and right by Yerba Buena Gardens. Also a nice playground is nearby for running the kids around.,5.0
Children Creativity Museum,Brendan Creane,5,Mar 2015,"My 10-year-old and I enjoyed the claymation area. This area is definitely more appropriate for older kids since it requires building the clay figures, planning a 10 second video, and carefully animating the still figures over time. As …",3.0
Children Creativity Museum,Dee L N,146,Mar 2019,"What a wonderful place! We had such an amazing time here! The young and young at heart can have a good time here! We painted and saw our paintings come to life! We did a video, and we played with robots!",5.0
Children Creativity Museum,Carl Sullivan,18,Mar 2020,"Me and my son who came from Oakland are black and as I noticed some white children were running around and no one said anything but when my black son runs around, staff was quick to inform him there is no running allowed. Staff just seemed unfriendly in general and I will not bring my son there again.",1.0
Children Creativity Museum,Azar DaS,19,Oct 2022,Not for children under 3+ not too many activities,3.0
Children Creativity Museum,Manasi Bhuskute,24,Mar 2019,"Great indoor space for kids all ages, lots of different sections and activities for kids. Has a carousel right outside. Has a nursing room. Not much street parking nearby",4.0
Children Creativity Museum,Shyama,196,Mar 2020,"Time with children goes faster than one might think.
Creative activities are very absorbing.
One could easily spend 3 to 4 hours here with one 4-year old.",4.0
Children Creativity Museum,B Mo,167,Mar 2017,Great for toddlers to bigger kids. Friendly and helpful staff is always around. We also got on the carousel and had light snack from the stand. We had a perfect trip here.,5.0
Children Creativity Museum,Michael Mata,60,Mar 2019,"Really fun space, lots of hands on activities for the kids.",5.0
Children Creativity Museum,Monika Jones,2,Mar 2016,"The Children's Creativity Museum has engaging exhibits for people of all ages. The CCM (formerly Zeum) is located right in the middle of downtown San Francisco, next to restaurants, a fabulous playground, ice skating rink, vintage carousel …",5.0
Children Creativity Museum,Justin Gabaldon,8,Mar 2020,I used to work here as an educator. I still love the Animation Studio. It's a wonderful place for young artists to try out stop-motion animation and character design.,5.0
Children Creativity Museum,T J,2,Mar 2019,"Used to be 2.00, now doubled price to mandatory 4.00, and no discount for disabled people.  My clients had to sit and watch while only one client could afford to ride.  Shameful to not have discount for senior or disabled,  and doubling the fee (you get 2 rides now) is so exploitative.  Very sad.  Ride in goldengate park is still 2.00",2.0
Children Creativity Museum,Angie Cardenas,115,Mar 2020,Love this place! So many attractions for your kids and also for grown-ups! Really fun! Outside of the place there is a big playground!,5.0
Children Creativity Museum,Liliana Stegura,1 review,Mar 2022,"It doesn’t worth 80$ per family.
I would recommend only in case if you don’t know how to waste your time. For kids 1-2 year",1.0
Children Creativity Museum,Judith Dale,38,Mar 2020,"It was a quite enjoyable experience; my grandson, granddaughter and I had a lovely time. Plenty of seats for people like me. Too many ""ok, boomer"" replies from the staff. Stupid millenials!",4.0
Children Creativity Museum,Will Leslie,25,Mar 2020,"Enjoyable museum for younger children to learn and explore different kinds of activities. Also, entrance is free with proof of CalFresh or ebt card! (Includes carousel outside!)",5.0
Children Creativity Museum,ayelet mann,74,Mar 2020,"By far the best museum we have ever been to.... My three children 10,8,3 had such a great time
animation studio, music studio, they can spend here hours",5.0
Children Creativity Museum,Hiba Qaddoumi,13,Mar 2018,"Excellent place for children to unleash their creativity through fun and play. Clean, staff are helpful, and the layout of the place make it easy to go all around and see everything.",5.0
Children Creativity Museum,Jaisse P.,90,Mar 2019,A lot of different toys and entreteniment for all ages of kids. We have a lots of fun. Have many space for explore the creativity. I'm really recommend!,5.0
Children Creativity Museum,Jialei Duan,195,Mar 2020,Great museum for children,5.0
Children Creativity Museum,Luke Freeman,174,Mar 2022,Kids always have a blast here. The carousel out front is fun too.,5.0
Children Creativity Museum,Tia Pelz,20,Mar 2020,Awesome for kids from 3 to 8! Lots of hands-on stuff with helpful staff around. You can easily spend an entire day there.,5.0
Children Creativity Museum,Allison Wright,516,Mar 2019,We LOVE the Children's Creativity Museum!!! One of our favorite places in SF! We appreciate the tables in the outdoor area... Makes eating lunch so much easier!!!,5.0
Children Creativity Museum,Cynthia T,217,Mar 2017,Great place to take the kids.  Carosel out front and a spiral ramp up to a cool karaoke room.  Lots of cool projects to engage in.  (I would recommend booking the birthday room!),5.0
Children Creativity Museum,Kun-Huan Shih,2,Jun 2022,Very fun! 5 stars,5.0
Children Creativity Museum,Karthikeyan Rajasekaran,123,Mar 2023,Creative place for children’s to visit,4.0
Children Creativity Museum,holiness Ariajegbe,6,Mar 2019,Enjoyed this place while visiting SF. It is more suited for those over 1year at least but I had so much fun with my 9 month old. Lots of different stations for kids to have fun,5.0
Children Creativity Museum,Brent Villalobos,138,Mar 2019,"It's okay. My boys liked the robot lab the most. However, it's mostly arts and crafts which anyone can do at home so the whole experience feels a bit expensive for what you get.",3.0
Children Creativity Museum,Charlotte M. Ellett (Charlaxy),398,Mar 2017,"Went to a party here. Very fun location! The spiral building is very whimsical. Nice location for an event. Convenient to a lot of things in downtown San Francisco, including Moscone.",4.0
Children Creativity Museum,경성현,623,Mar 2019,nice place for children. outfoor playground is the best,5.0
Children Creativity Museum,william crouch,199,Mar 2019,Great place for younger children as well as older. Perfect rainy day activity. The carousel outside is especially nice.,5.0
Children Creativity Museum,Hi Xoltage,45,Mar 2020,Sooo fun,5.0
Children Creativity Museum,Christine Michael,73,Mar 2019,"It is a nice place, my 8 years old loved the 3 animation options they had. And the outside play area.",5.0
Children Creativity Museum,Datricia Burse,42,Mar 2020,"They are super helpful,friendly and welcoming. And lots if fun and exciting activities to do for the kids as well as for the adults.",5.0
Children Creativity Museum,Areca H'lael Smit,168,Mar 2017,"The audience is unclear. Maybe trying to be all things to all people and not really succeeding. The one-year-old and three-year-old I was with weren't impressed. Maybe better for older kids. Also, for a kids place, they were very restrictive about food and drink.",2.0
Children Creativity Museum,Mie,52,Mar 2020,"My children loved this place.  It is a small museum, so we spent only 2.5 hours, but it was perfect for my children.",5.0
Children Creativity Museum,Christophe Diot,195,Mar 2020,Our 6 year old loves it and could spend the whole day there. Really nice for kids. A lot to do.,5.0
Children Creativity Museum,Housein Cornell,85,Mar 2019,"Awesome place to bring young children and let them explore, play, learn and have fun in a safe and friendly environment.  Well worth it.",5.0
Children Creativity Museum,Syllie,27,Mar 2020,We lived the clay animation station,5.0
Children Creativity Museum,Ping N.,78,Mar 2020,Love bringing the kids here. They never have enough time to do it all. But this place has it all to keep them entertained.,5.0
Children Creativity Museum,Ari Nava (emergingsea),79,Mar 2017,Great exhibits. Fun atmosphere. Easy BART ride from east bay. Awesome playground nearby. Lots of city fun.,5.0
Children Creativity Museum,Vanessa Irving,38,Mar 2019,I love this place so much. The kids have so much fun and I do did i. I probably had just as fun as they did. Perfect for the whole family,5.0
Children Creativity Museum,Reine D. Ntone Johansen,165,Mar 2019,"Great for kids. Tons of activities like “mystery box challenge “ , “ drawings” , “Robots “ ... I highly recommend!",5.0
Children Creativity Museum,Lauren Bensley,78,Mar 2022,Must do for families visiting the city. I was amazed this wasn't listed anywhere for families to visit this area but we stumbled on it luckily,5.0
Children Creativity Museum,Zamira Daw,10,Mar 2020,Half of the museum was closed and no one told us. We still had to pay normally. It was to small and boring for our 2 and 5 years old. The play ground in front of the museum saved our day.,2.0
Children Creativity Museum,JK,163,Mar 2016,"Fun for most, not all. If your kids has a short attention span them this is not the place, and it really isn't a museum as much as a arts and crafts building.",4.0
Children Creativity Museum,LuLu Roberts,42,Mar 2020,This place is awesome for little curious kids!! My one year old even gets to be involved & play!! Its also reasonably priced!!,4.0
Children Creativity Museum,Dinara Kasim,21,Sep 2022,Nothing interesting for 2-3 y.o. kids. Wasting money and time.,2.0
Children Creativity Museum,Giuseppe Burgarella,34,Mar 2020,"Activities for any kid, but I didn't like I had to pay the same as my son. I think adults should pay less than kids.",4.0
Children Creativity Museum,Christopher Brown,34,Mar 2019,Love this place. The Bean Cafe is a bit average and pricey but great that you can sit there and bring your own food. The staff are always very friendly!,4.0
Children Creativity Museum,Ana Valenzuela,90,Mar 2019,Great place for the kiddos! There's a reason why it's called creativity Museum 😉 my little guy is 5 and cannot get enough of this place!!! …,5.0
Children Creativity Museum,Foroogh Saraafiun,1 review,Mar 2016,Great museum but not so much to do for 2 years old and younger. And a bit unfair  that parents also should pay(12$ per person),3.0
Children Creativity Museum,Nitrous Beast,38,Mar 2019,"Nice place to take the kids, they do stop action clay animation, there is a ice rink, bowling alley and playground.",5.0
Children Creativity Museum,Erica Willson,6,Mar 2020,"My 3 and 6 year old loved this museum, lots of activities and friendly staff!",5.0
Children Creativity Museum,Chanki Jo,313,Mar 2019,Great place for kids! My 4-year old kid really loves this place. Also has other materials and places for older kids.,5.0
Children Creativity Museum,Rima Kashyap,90,Mar 2020,"Absolutely a must see for kids...
Innovation, curiosity, tech, imagination, film, sound, robots, et al. The adults will love it too.",5.0
Children Creativity Museum,William Mujica,96,Mar 2019,12$ ticket. It is next to a great outdoor Park and the children museum. Your kids won't be disappointed.,5.0
Children Creativity Museum,Emily McDonnell,10,Mar 2022,"I was hoping for a little more, but it could be because my kid was more interested in playing outside.",4.0
Children Creativity Museum,Cameron Adler,29,Mar 2018,Super fun for kids and adults! So much to do! So many things to stimulate their imagination and creativity! 10/10!!,5.0
Children Creativity Museum,Katie Gummow,9,Mar 2019,So fun! I took my three boys aged 1.5 and 4 (twins) and they had a great time,5.0
Children Creativity Museum,Jazzy :D,3,Mar 2020,"There is so much to explore in the museum! And when you are done there is a giant playground with giant slides, and there is a smaller playground for younger kids.",5.0
Children Creativity Museum,Davide Pietrobon,4,Mar 2019,"Great place for a rainy day, and more fun if sunny thanks to playground. Next to bowling and ice skating ring.",5.0
Children Creativity Museum,Richard Robertson,103,Mar 2019,Several opportunities for children to exercise their creative skills.  Staff are very helpful and great with the children.,5.0
Children Creativity Museum,Hadar Levi,22,Mar 2019,"Very cute museum for small kids, there are some special activities like robots and the virtual city",5.0
Children Creativity Museum,Steven Yoc,8,Mar 2019,"Impressive Place For The Smallest Of The House, Very Large Here Our Children Can not Say That They Are Bored Many Things To See And Places To Visit Excellent",5.0
Children Creativity Museum,Marcus Amies,54,Mar 2018,"Had a great time visiting with the kids.
Recommend the sketch town and claymation areas.",5.0
Children Creativity Museum,Guru S,12,Mar 2019,Awesome and a must go place for the kids.. So friendly staff. Overall my kid loved this place,4.0
Children Creativity Museum,Laura McSherry,26,Mar 2020,Lots of good activities for kids. It was very busy even during the middle of the week.,4.0
Children Creativity Museum,Sonia Spear,4,Mar 2019,"My little son always want to come in here, this place is great because he can learn a lot and also because he always has a lot of fun",4.0
Children Creativity Museum,Dmytro Kladov,5,Mar 2020,"A theater with really good actors. They have performances that are real fun, with lots of interaction with children.",5.0
Children Creativity Museum,Auintard Henderson,"1,029",Mar 2019,I didn't get a chance to appreciate the whole venue but I with the theater portion was nice along with the carousel,5.0
Children Creativity Museum,Hal Smith,32,Mar 2019,"Cool stuff on the edge between science and art. Half the stuff would be suitable for adults to play with, like they claymation booth.",4.0
Children Creativity Museum,Nicole Corvellec-Heisterkamp,8,Mar 2019,More of an activties center. Take the time to really do those with your kids. They loved making their own movie,4.0
Children Creativity Museum,Charlie G,176,May 2022,Great place for kids lots of things to do,5.0
Children Creativity Museum,Jeff JM,5,Mar 2019,Awesome place for birthdays too! Lots of love went in to the activities for sure,5.0
Children Creativity Museum,Sabina Ahmed,49,Mar 2020,"Fun hands on crafts, especially claynation studios and karaoke...you may have to struggle to get kids away",5.0
Children Creativity Museum,Boom Kunana,332,Mar 2019,kids can draw and have it scanned into an interactive screen.  there are lots of activities here for kids.,5.0
Children Creativity Museum,Julia F,6,Sep 2022,"Engaging, fun, in a beautiful location",5.0
Children Creativity Museum,Daisey Lawrance,155,Mar 2020,It's a nice place to take little kids. Good for half a day hangout,4.0
Children Creativity Museum,Krishna Swamy,10,Mar 2020,Intresting place fr all ages.,5.0
Children Creativity Museum,Jose Hurtado,139,Mar 2019,"Great place for share with the family, but not recommended for child’s before 3 years old.",4.0
Children Creativity Museum,Peter,61,Mar 2020,"Great museum, a mix of technology and simple interaction. It's done so well.",5.0
Children Creativity Museum,Heather Hsia,78,Mar 2018,Little ones love it here. Membership isn't very much compared to the high entrance fees,5.0
Children Creativity Museum,Trip Hosley,165,Mar 2019,Such a great place to spend time and make stuff with your kids.,5.0
Children Creativity Museum,Benaya Doron,72,Mar 2020,Not big but it has lots to do. A full day for first graders.,5.0
Children Creativity Museum,Eran Arkin,281,Mar 2018,Perfect time for my 4 & 7 year olds. Lots of different rooms. Will come back,5.0
Children Creativity Museum,Raj Panchapakesan (Raj),114,Mar 2019,Ok for older kids.  Some exhibits are nice.,4.0
Children Creativity Museum,Ray Leo,119,Mar 2018,"What an amazing place for kids.  Very good.  Very knowlagable, friendly environment.",5.0
Children Creativity Museum,Arsham Hatambeiki,583,Mar 2020,"A great opportunity to enjoy time with your kids, highly recommended",5.0
Children Creativity Museum,reuben stein,129,Mar 2019,Great hands on for children. Great staff. Building needs repair and was I'll construction for children though.,4.0
Children Creativity Museum,Lance McCurdy,5,Mar 2019,It's good place to take your whole family for a day of fun and learning.,5.0
Children Creativity Museum,Tim Heilig,37,Mar 2019,Lots to do for 2 and 7 year olds. Kept them busy from open to close,5.0
Children Creativity Museum,Pieter S,161,Jun 2022,Lot of fun for your little one,5.0
Children Creativity Museum,Yarin Kirchen,94,Mar 2017,Local favorite for kids of varying ages and abilities. Worth a visit,5.0
Children Creativity Museum,Jerry Kurtze,162,Mar 2019,My kids all love this place. I have a 4 year old.,5.0
Children Creativity Museum,Eugene Ingerman,396,Mar 2017,Awesome place for kids 3-9 years old. Older kids may be bored.,4.0
Children Creativity Museum,Parthapratim Das,196,Mar 2019,Enjoyable place for the kids - especially the outdoor and the carousel,3.0
Children Creativity Museum,Jim Pesavento,67,Mar 2019,"Lots of fun activities for kids, especially the karaoke.",5.0
Children Creativity Museum,Lew,12,Mar 2017,Went on daughters' class field trip. was not allowed to remain in the room as they completed a project.,3.0
Children Creativity Museum,Christophe Cammareri,136,Mar 2019,perfect place for kids with great high tech and good low tech activities,5.0
Children Creativity Museum,Tai Lucas,62,Mar 2020,Well staffed attractions for kids of all ages.,5.0
Children Creativity Museum,Ernesto Enriquez,30,Mar 2018,Good place to take your kids to but its a bit dirty and feels overpriced.,3.0
Children Creativity Museum,Mayleen Wickersham,5,Mar 2019,"My little brother loves this place, here he can learn a lot and develop his creativity",4.0
Children Creativity Museum,Sandra Olivo,21,Dec 2022,Not worth the trip.,1.0
Children Creativity Museum,Lior Baron,31,Mar 2019,We had a  blast. Kids did not want to leave.,5.0
Children Creativity Museum,Nicole Igudesman,1 review,Mar 2015,I used to go there everyday when I was little and I loved it! This place is amazing,5.0
Children Creativity Museum,Shannon Lopez-Drobny,12,Mar 2019,Such a great place for kids who like problem solving and arts!,5.0
Children Creativity Museum,Joshua Robot,12,Mar 2018,"As an adult under kid supervision, I had a lot of fun 😊 …",5.0
Children Creativity Museum,joe “Joe” lisha,"1,056",Mar 2020,Be careful loud which play to see not all are apropriate for all ages.,4.0
Children Creativity Museum,James Sanders,303,Mar 2017,Great place for a weekend adventure with kids 12 or younger.,5.0
Children Creativity Museum,Dee,50,Mar 2019,Fun place for elementary kids. Lots of hands-on activities.,4.0
Children Creativity Museum,patrick fortune,115,Mar 2020,"I expected more, also this place is for very young. I have a 7 year old and 14, waist of time and money.",2.0
Children Creativity Museum,Filipino Foods Pulutan atbp,209,Mar 2020,My pre schooler and the whole family enjoyed this place.,4.0
Children Creativity Museum,Eva Pavón,16,Mar 2019,Yo can be all day with your kids. It's really nice!,5.0
Children Creativity Museum,Mustafa Mitchell,9,Mar 2017,"My wife went crazy once she seen what it was for the children asked all of the employees why don't they have one in Fresno, Ca",5.0
Children Creativity Museum,Dave S,6,Mar 2017,3 hour + activity for kids to learn and have fun.,4.0
Children Creativity Museum,Anit Parikh,94,Mar 2017,Amazing facility that we used during Dreamforce to host clients.,5.0
Children Creativity Museum,Tiffany Chou,261,Mar 2017,Free entry with discover and go,4.0
Children Creativity Museum,Dmitry Sobolev,65,Mar 2018,Programming robots and making music videos were very cool!,5.0
Children Creativity Museum,Eo EO,345,Mar 2017,Fun place for kids free play ground outside,4.0
Children Creativity Museum,Adam Moore,94,Mar 2017,Great museum; wish I could see the carousel in operation.,4.0
Children Creativity Museum,Crystal “Crystal” Ramos,43,Mar 2019,Lots of activities for kids and friendly staff.,5.0
Children Creativity Museum,BettyJo Enell,26,Mar 2020,Beat place to take your child to increase his/her creativity!!!,5.0
Children Creativity Museum,Tim Divett,38,Mar 2017,So much fun on a rainy day with a 3 year old!,5.0
Children Creativity Museum,Richard Lee,179,Mar 2022,Nice recent upgraded facilities.,5.0
Children Creativity Museum,Jasmine H,"2,385",Mar 2016,nice museum on bank card days. like the merry go round,4.0
Children Creativity Museum,J.J.,938,Mar 2018,Great,4.0
Children Creativity Museum,Dan,318,Mar 2017,Some very cool things for kids to do in here,5.0
Children Creativity Museum,Danny Choi,134,Mar 2019,Good for kids let them loose to explore,5.0
Children Creativity Museum,James Toalu,329,Mar 2019,Great place for children!,5.0
Children Creativity Museum,Mai Nguyen,44,Mar 2020,Wish there are more activities for older kids here.,4.0
Children Creativity Museum,Harry Hoang,611,Mar 2017,Great place for kids to play and be crafty.,4.0
Children Creativity Museum,Alejandra Kolbe,40,Mar 2019,I just can believe how much my kid loved this place,5.0
