platform,attraction,review,rating,datecolumn,coordinates
TripAdvisor,Palace of Fine Arts Theatre,"This absolutely beautiful structure is done in Beaux-Arts style architecture that was popular in the early 1800s, meaning there are a lot of both french and baroque influences making it super ornate and stunning to look at, every detail is a marvel. There are Grecian women looking over the edge ""into"" the theater, greek urns on the ledges, latticework in the rotunda, stunning columns in a russet red color, shell and floral stonework at the top of the pillars; everywhere you look there is something more to see. If you love architecture you should allow at least an hour to see this stunning sight.",5.0,"May, 2022",
TripAdvisor,Palace of Fine Arts Theatre,"The Palace of Fine Arts is a beautiful site to take in breathtaking architecture and impressive landscaping. Walking around the site is free. Tours are also available for a reasonable price. There are plenty of other tourists and photographers walking around, but everyone seemed very respectful.",5.0,"Jul, 2021",
TripAdvisor,Palace of Fine Arts Theatre,"Look, it's a beautiful building, and that's it. If you want to go take pictures, this is a nice place to do it. Apart from that, there's noting of interest here. When I went, at least, the inside was pretty much warded off. There were these cylindrical viewing spots where you could look into and see the history of this building. Worth it? Not to me.",2.0,"Jun, 2022",
TripAdvisor,Palace of Fine Arts Theatre,"The Palace of the Fine Arts in the Marina district of San Francisco is an iconic site visible from many parts of the bay area. If you find yourself in the city and you have some time to wander, it is well worth your time to visit this beautiful location. I recommend reading a little bit about the structure’s history before you go. There’s a nice pond and a grassy area which would be perfect for a picnic lunch. Or you could just stop by on your way to somewhere else as my husband and I did, and wander through this lovely location.",5.0,"Sep, 2021",
TripAdvisor,Palace of Fine Arts Theatre,"Often times large public parks/structures like this can be overhyped in tourist cities, but this legacy building from the 1915 Panama-Pacific exhibition is exceptionally impressive. It’s beautiful to walk through and amazing to photograph from any angle, especially when you have nice weather. We were lucky enough to see a band perform in the center for a few minutes, but make sure you take the time to walk around the whole grounds and look at all the details. As with most tourist areas in San Fransisco - DO NOT LEAVE ANYTHING IN YOUR CAR AT ALL.",5.0,"Jun, 2021",
TripAdvisor,Palace of Fine Arts Theatre,"One of my favorite place in SFO. Good for couples, group of friends, family or even solo. Love walking here very calm and the view is stunning. Architecture is amazing feel like I'm back in old times. Best to come during sunset for me :) If you want some peace of mind you can just seat in the grass or in some bench available and watch the beautiful lake with ducks and birds flying.",5.0,"Mar, 2020",
TripAdvisor,Palace of Fine Arts Theatre,The Palace of Fine Arts is a monument constructed in 1915 for “Panama- Pacific Exposition” as work of art. It is unique combination of Greek & Roman art .,5.0,"Jul, 2022",
TripAdvisor,Palace of Fine Arts Theatre,"I love going to concerts and this theater is outstanding. It took us awhile to find the entrance though so look for the maps around the grounds of the park. If you are facing the palace monument and lagoon on the inside move back out to the semi circle parking lot and you will find the theater entrance off the parking lot. They have a large lobby with attendants to help you find your seats. The seats were comfortable with ample leg room, clean bathrooms and the acoustics are excellent. The inside of the theater itself is plain looking but you'll want to add extra time to take photos of the monument in the park. The lighting and reflections at night are gorgeous and the day time is awesome too.",5.0,"Feb, 2020",
TripAdvisor,Palace of Fine Arts Theatre,"The Palace of Fine Arts was one of ten palaces that comprised the grounds of the 1915 Panama-Pacific Exhibition. The Palace of Fine Arts was designed by Architect Bernard Maybeck, who took his inspiration from Roman and Ancient Greek architecture in designing what was essentially a fictional ruin. Although designed only to last for the temporary period of the exhibition, the Palace of Fine Arts continued to be used for San Franciscans. However, because the colonnade and rotunda were not built of durable materials, and were framed in wood and then covered with staff, a mixture of plaster and burlap-type fiber, the structure became a crumbling ruin. In 1964, the Palace was demolished and was completely rebuilt with modern durable materials. It remains a startling architectural wonder to behold. The adjacent lagoon adds to the mystique of the Palace giving some wonderful reflections at day or night.",5.0,"Jan, 2020",
TripAdvisor,Palace of Fine Arts Theatre,"The Palace of Fine Arts is one of my favorite spaces and definitely a must-see when I visit San Francisco. The minute I walk into the park a feeling of serenity and peace wash over me. Walking around looking up at the massive columns and archways is breathtaking. The gardens, the lagoon, the fountains, and the trees are all so peaceful. Just an amazing place.",5.0,"Sep, 2021",
TripAdvisor,Palace of Fine Arts Theatre,"From the Marina district, you can see the top of the building and its distinctive dome. This is a venue for fine arts exhibit, this building is 100+ years old. In some parts of the columns, it’s showing some deterioration with some of the statues’ heads are missing. But nevertheless this is the place to seek refuge with your aching feet. Take a seat at the benches facing the pond and open your camera shutters. This place displays a romantic ambiance for the dating couple. You can visit the exhibits inside or simply rest under the dome and near the pond. Wedding picture perfect.",4.0,"Feb, 2020",
TripAdvisor,Palace of Fine Arts Theatre,"The grandeur of this place is spellbinding and breathtaking. Even though it is devoid of much activity within the premises, prepare to visit for at least an hour to take in its striking beauty. It is just a hop and a skip away from the Bay so it could be the perfect start of the day. Make sure to take plenty of good photos so you can relish the memories in due time.",5.0,"Sep, 2022",
TripAdvisor,Palace of Fine Arts Theatre,We recently viewed the Palace for the first time. Very interesting architecture. The weeping women particularly. It was a Sunday so it was crowded but we were able to find parking on the street in front. We were disappointed the building was not open as it stated on the web page. A must see in San Francisco,4.0,"Oct, 2021",
TripAdvisor,Palace of Fine Arts Theatre,"Who doesn't love strolling around a park with great historical structures, a small lagoon & greenery all around?! An added bonus of ducks and other birds makes it even more enjoyable for the kids. From the name itself, it also boasts of a rich history of art exhibitions in the past. We saw several couples doing photoshoots in the area. It's no wonder, the Palace is definitely IG-worthy!",5.0,"Jan, 2020",
TripAdvisor,Palace of Fine Arts Theatre,"This place is amazing looking and has incredibly architecture. You can get a pretty good look at the area around the palace. It COULD be a potentially peaceful spot to sit and enjoy nature, but my visit was interrupted by the constant flow of Instagram and Tik Tok ""influencers"" who are more interested in their clout than preserving the peace/harmony of the area. I'm guessing this is a pretty normal thing for San Francisco though, so maybe locals are more used to it than I am.",4.0,"Mar, 2022",
TripAdvisor,Palace of Fine Arts Theatre,"We visited for a photo shot around 10:30 am on Sunday. The place is breathtaking, and there are plenty of good spots for photographs. If you want photos without people in the background, try to arrive during off-peak times. Most people are conscience to stay out of the shot, but sometimes it is inevitable.",5.0,"May, 2021",
TripAdvisor,Palace of Fine Arts Theatre,We were really surprised by this.,5.0,"Oct, 2022",
TripAdvisor,Palace of Fine Arts Theatre,Not much to do except walk around and enjoy the building and scenery. It would be a great park to have lunch but it is located in a residential area and there wasn’t anything around. Next time will bring a lunch so we can hang out longer but other than that it was still very pleasant to walk around the building.,5.0,"Mar, 2020",
TripAdvisor,Palace of Fine Arts Theatre,A popular place for wedding photos throughout the day and early evening. Lit up at night it’s stunning. Benches handily placed for watching the sunset. Close to the marina it’s a pleasant area to visit as the sun goes down,5.0,"Mar, 2020",
TripAdvisor,Palace of Fine Arts Theatre,"Wow did not expect this when we headed towards the Palace of Fine Arts. The size and the beauty of this structure in the middle of the city was a wonderful surprise. We walked around, took ton of pictures and enjoyed the beauty of this park. Impressive!",5.0,"Aug, 2021",
TripAdvisor,Palace of Fine Arts Theatre,Cool place to see if in the area. Pack with lots of tourist. Water pond in the middle with vary pretty architecture. Photo op of a city that is a jewel eating to be discovered and in joyed.,3.0,"Jan, 2022",
TripAdvisor,Palace of Fine Arts Theatre,"This is such a beautiful place to walk around and take photos. Many people were getting wedding and graduation photos taken while I was there. The architecture, plants and wildlife are wonderful. Great place for a stroll or just to sit on the grassy side and read or people watch.",5.0,"Apr, 2022",
TripAdvisor,Palace of Fine Arts Theatre,"A nice setting for a daytime stroll, with wonderfully designed gardens and dominant buildings. But nothing to visit inside whilst we were there (doesn't mean there isn't at all!). Well worth a stop if in a car and going to the GGB.",3.0,"Aug, 2022",
TripAdvisor,Palace of Fine Arts Theatre,Beautiful self guided tour. Worth the time. Huge beautiful structure w a million photo ops and public bathrooms. It’s peaceful and romantic and on the way to Chrissy Fields!,5.0,"Oct, 2021",
TripAdvisor,Palace of Fine Arts Theatre,"What an amazing building, the architecture is truly amazing. This is worth a stop if you are in the San Francisco Area.",5.0,"Dec, 2021",
TripAdvisor,Palace of Fine Arts Theatre,"I always wanted to visit this place and I'm glad to have finally made it! Lovely place to wander, sit and read or picnic. Be sure to walk or drive and see it from both sides of the pond. Easy walk to the beach for views of the Golden Gate Bridge and Alcatraz.",5.0,"Jan, 2020",
TripAdvisor,Palace of Fine Arts Theatre,Beautiful palace that house the fine art theater in San Francisco. The architecture and the surrounding ponds makes for a nice view. I would not call this a must see but well worth it if you are in the area.,4.0,"Aug, 2019",
TripAdvisor,Palace of Fine Arts Theatre,"This is a great place to visit for the amazing architecture and history. Take the family for a picnic, or bring a book and sit and read and enjoy the beauty. Lots of people watching available here too, no charge! I believe there may be a museum, some event venues, and a movie theater here, but I have only enjoyed the outside setting.",4.0,"Mar, 2020",
TripAdvisor,Palace of Fine Arts Theatre,"The Universal Exposition in San Francisco was a celebration of the opening of the Panama Canal in February 1915, which the United States occupied. The United States invited countries from all over the world to attend and China to join. The US officially recognized Yuan Shikai's regime in Beijing on May 2, 1913, as the first country to recognize it as the Chinese government. The United States valued its relations with China at that time and sent envoys to China to persuade them. China built Chinese-style archaized buildings and 31 countries took part in the 1915 exhibition. The only building left is the Rome Pavilion.",5.0,"Aug, 2019",
TripAdvisor,Palace of Fine Arts Theatre,"Es un bello y armonioso conjunto arquitectónico que emula las glorias Grecorromanas, se encuentra ""al aire libre"" y cuenta con un lago artificial.",5.0,"Aug, 2019",
TripAdvisor,Palace of Fine Arts Theatre,"Visto in notturna. Illuminato molto bene, ma oltre a questo c'è ben poco da vedere. Il sito è molto usato per qualsiasi evento, visto che fotograficamente parlando, si presta molto.",3.0,"Oct, 2019",
TripAdvisor,Palace of Fine Arts Theatre,"距離上次拜訪已經超過十年了, 這次一個人過來可以好好的逛一下. 這座建築最早是為了萬國博覽會所建造, 又在1960年左右重新修建. 來這裡不只能看到美麗雄偉的建築, 還能逛逛湖的沿岸, 風景也是挺美的.",5.0,"Feb, 2020",
TripAdvisor,Palace of Fine Arts Theatre,"Written December 28, 2005",5.0,,
TripAdvisor,Palace of Fine Arts Theatre,"L'intera struttura ispirata all'architettura romana e greca antica, è circondata da giardini ed immersa in una suggestiva laguna, dimora di anatre e cigni. Oasi di tranquillità, ma anche location preferita e fonte d'ispirazione usata dai registi per importanti film. Grazie alla sua particolare architettura, è molto utilizzata anche come set per servizi fotografici matrimoniali o qualsiasi altro evento legato alla fotografia",4.0,"Oct, 2019",
TripAdvisor,Palace of Fine Arts Theatre,Expensive visit. Smash and grab vandals. Do not park there. Take an uber. Leave NOTHING of value in your vehicle if you choose to park at the Palace of Fine Arts,1.0,"Jul, 2020",
TripAdvisor,Palace of Fine Arts Theatre,"Un precioso parque con un imponente edificio central en forma circular, acompañado de una pérgola de altísimas columnas esculpidas en relieve, rodeados de mucho verde y una laguna artificial. El barrio circundante acompaña la estética con llamativas casas. Todo se veía muy prolijo y apacible, ideal para caminar o sentarse a sentir el calorcito de la tarde mientras baja el sol.",5.0,"Mar, 2017",
TripAdvisor,Palace of Fine Arts Theatre,We went to the Palace to Attend the Hunger Games Exhibition! It was a beautiful forum for this event and it was set up great! The architecture of the buildings themselves was amazing!!!,4.0,"Feb, 2016",
TripAdvisor,Palace of Fine Arts Theatre,Un monumento demasiado moderno y “reciente” para mi gusto . Lo único que me gusto es que lo había visto en muchas películas y que se pueden hacer buenas fotos gracias a que hay agua y bonitas plantas alrededor,3.0,"Aug, 2019",
TripAdvisor,Palace of Fine Arts Theatre,"Место это очень красивое, но будте осторожны, не оставляйте в машине вещи. На асфальте вы заметите битые стекла - это все те машины туристов , которым разбили стекло и вытащили чего нибудь. Камеры ворам не помеха. В местной полиции очередь из таких же потерпевших. Бьют стекла не только в этом месте,но и на многих других парковках. Мы лишились всех денег и документов , отлучившись на 15 минут.",2.0,"Aug, 2019",
TripAdvisor,Palace of Fine Arts Theatre,"É lindo demais! Vale a pena visitar. Uma estrutura imensa, otimo pra um passeio ao ar livre. No dia que fomos estava tendo fotos de uns noivos com os padrinhos, bem fofo.",5.0,"Jan, 2019",
TripAdvisor,Palace of Fine Arts Theatre,"Es un museo interactivo que está dividido en secciones, podes investigar el funcionamiento de un coche, la vida de los insectos, cuánto ruido hacemos al andar o por qué ocurren algunos fenómenos meteorológicos.",4.0,"Aug, 2015",
TripAdvisor,Palace of Fine Arts Theatre,I am writing this review to alert people who would visit the palace of fine arts by car.,1.0,"Oct, 2013",
TripAdvisor,Palace of Fine Arts Theatre,"Written September 25, 2008",1.0,,
TripAdvisor,Palace of Fine Arts Theatre,"Written March 5, 2006",5.0,,
TripAdvisor,Palace of Fine Arts Theatre,Un endroit vraiment spécial et hors du temps ! Monument entouré d eau et nature ! Vu dans beaucoups de films... une promenade très agréable a faire et voir !,5.0,"Dec, 2018",
TripAdvisor,Palace of Fine Arts Theatre,"The Palace of fine art. Built in 1915, this palace is full of European art decor. You feel your are in Rome one one side and Paris on the other side. It is so beautiful that you may want to take your wedding pictures here in the same way as many others.",5.0,"Jul, 2019",
TripAdvisor,Palace of Fine Arts Theatre,"You would think a place with art displayed, no, it's not. It was the building itself. It's a beautiful and relaxing place, if the weather wasn't bad (raining) I could've spent hours there.",4.0,"Mar, 2016",
TripAdvisor,Palace of Fine Arts Theatre,"There is not really much to do here , so don't be disappointed. It is a beautiful place to take a walk , relax on the grass and watch the ducks swim by. Centrally located. Beautiful photo spot too.",4.0,"Mar, 2015",
TripAdvisor,Palace of Fine Arts Theatre,"Dieser kleine Park ist für mich einer der schönsten Plätze in San Francisco. Für beste Fotos ( Sonnenstand!) ist ein Besuch um die Mittagszeit zu empfehlen! Man kann 2 Stunden kostenlos parken, also kann man sich hier mit einer Decke auch mal schön in die Sonne legen!",5.0,"Sep, 2013",
TripAdvisor,Palace of Fine Arts Theatre,Absolutely gorgeous architecture. The gardens were stunning. Saw lots of photography shoots going on around the entire area. It was so beautiful.,5.0,"Nov, 2022",
TripAdvisor,Palace of Fine Arts Theatre,"Beautiful place, but don't take your car there. Ours got window smashed and 2 backpacks with stuff stole. We were there just for 30 minutes!",1.0,"Jun, 2021",
TripAdvisor,Palace of Fine Arts Theatre,This is a beautiful place to go for a walk. It is a magnificent building with artwork on the different pillars. There is a nice pond beside it as well.,4.0,"Jul, 2020",
TripAdvisor,Palace of Fine Arts Theatre,Golden gate e gidelim derken biraz da tesadüfen gördük. Dıştan farklı olduğu belli. Durduktan sonra neresi olduğunu öğrendik. Içine girmedik. Yorumlara bakılırsa çok şey de kaybetmemişiz .,4.0,"Feb, 2020",
TripAdvisor,Palace of Fine Arts Theatre,"This is a beautiful combination of architecture and nature. Lovely and peaceful to walk around, however many other visitors there might be.",5.0,"Dec, 2019",
TripAdvisor,Palace of Fine Arts Theatre,予定の都合で昼間行きましたが、本来おすすめされているのはライトアップ後です。ロケ地にも多々利用されるほど美しい場所です。実際に行った時にドレスを着た方が撮影してましたが、他の口コミを見ると頻繁に行われているようですね。,3.0,"Dec, 2019",
TripAdvisor,Palace of Fine Arts Theatre,a beautiful place for a stroll...enjoying the reflexion on the water and or just chilling...a nice place to relax,5.0,"Dec, 2019",
TripAdvisor,Palace of Fine Arts Theatre,"Be aware of car theft, every attraction in SF is a magnet for thefts. Our car window has been smashed in the middle of the day while we parked for only 10 min. Check the sign of smashed window on the side walks everywhere in SF. On top of it, our rental car agent didn't worn us, too busy to convince us to take a toll pass. Viorika, Montreal, Canada",5.0,"Dec, 2019",
TripAdvisor,Palace of Fine Arts Theatre,"A replica of roman architecture, this was built in 1915 for the Panama - Pacific Exhibition. We stopped on our bikes for half an hour. It sits beside a lake and when not too busy with tourists, is a beautiful and serene place to visit.",5.0,"Nov, 2019",
TripAdvisor,Palace of Fine Arts Theatre,"Although I did not enter the museum, I was able to walk around the palace exterior. Its European-like architecture is most unique for San Francisco. The water surrounding the theatre provides a wonderful setting. Located in the lovely Marina District, adjacent to Crissy Field, a visit to the Palace of Fine Arts would be a perfect addition to a day out in the area.",4.0,"Nov, 2019",
TripAdvisor,Palace of Fine Arts Theatre,A must see when in San Francisco. One can combine a visit to this palace and Golden Gate Bridge since both are close to each other.,5.0,"Oct, 2019",
TripAdvisor,Palace of Fine Arts Theatre,Built in 1915 is neoclassical rotunda overlooking a graceful lagoon.Home to theater and dance.,4.0,"Aug, 2019",
TripAdvisor,Palace of Fine Arts Theatre,"Had been to SF many times and never seen this. Saw it listed on TA and dragged the family there after a visit to the lookout for the Golden Gate Bridge. Everyone from adults to teens was struck by the grandness, enormity and beauty of the structure. Parking was easy and we enjoyed a walk around the lake and spotting the turtles and swans. Saw a wedding party doing pictures and I would expect that's a common occurance in such a striking setting.",5.0,"Aug, 2019",
TripAdvisor,Palace of Fine Arts Theatre,"Un angolo magico della città, questo è l'edificio più storico di SFO e si respira tranquillità. Bellissimo da vedere e ottimo anche per fare una breve pausa dal centro che è più moderno e trafficato. Davvero bello.",5.0,"Aug, 2019",
TripAdvisor,Palace of Fine Arts Theatre,Awesome backdrop.,4.0,"Aug, 2019",
TripAdvisor,Palace of Fine Arts Theatre,"This is a place you have to visit while in San Francisco, easy to get to by bus or walking if you are into that. We spent about 30 min here taking pictures in our way to GG bridge. Serene, landscaped, walking paths around the lake and into the main structure, good spot for pictures. Homes around are very pretty also. Looks like a very nice area to live in San Francisco.",4.0,"Jul, 2019",
TripAdvisor,Palace of Fine Arts Theatre,フォッシャーマンズワーフから歩きました。立派な宮殿です。,5.0,"Jun, 2019",
TripAdvisor,Palace of Fine Arts Theatre,"I had not seen this up front in person, only in TV, and wow, it is one heck of an architecture turned into a palace. The lake makes it so much better... peaceful. I loved it! I can see how people would want to have their wedding ceremony or any kind of special event pictures taken here. It is definitely a piece of art worth seeing. Besides, it's on its way to the Golden Gate Bridge. You can't bypass it without stopping by!!",5.0,"Jul, 2019",
TripAdvisor,Palace of Fine Arts Theatre,"샌프란시스코에서 유명한 포토 스팟, 갔을 때 예비 신랑 신부가 웨딩 촬영중이었다.",5.0,"Sep, 2018",
TripAdvisor,Palace of Fine Arts Theatre,"This is definitely worth a visit. It's beautiful in pictures, but stunning in reality. We easily found street parking. I had looked up into about parking and was warned about break-ins, so don't leave valuables in your car -- that said, ours was not broken into. GPS said it was closed when we went in the evening, but it's accessible at any time. There are lots of beautiful angles for photos.",5.0,"Jul, 2019",
TripAdvisor,Palace of Fine Arts Theatre,"The architecture of the Palace of Fine Arts is just unbelievable. It does worth going for a beautiful picture in the gardens. We didn’t have time to visit it inside, but the local Hop on Hop off buses stop there to allow you visit it. Imagine my surprise when I spotted the same picture in my laptop’s lock screen at Windows 10!! It felt so nice telling myself “oh! I have been there!!”.",5.0,"Dec, 2018",
TripAdvisor,Palace of Fine Arts Theatre,This seems to be the place for wedding photos ! We saw at least 3-4 brides to be getting pictures taken. These Graeco-roman structures were built in 1915 for the Panama-Pacific exhibition. The gardens are lovely and concrete are held here during the summer.,5.0,"Jul, 2019",
TripAdvisor,Palace of Fine Arts Theatre,I'd only driven past this site on previous trips. I'm so glad I went there and walking around. It's even more beautiful to wander around on a nice day. It's also a great artifact of San Francisco's past from the 1915 World's Fair.,5.0,"Jul, 2019",
TripAdvisor,Palace of Fine Arts Theatre,"We were fortunate enough to have a chance to see Aaron Mahnke and Chad Lawson (piano) perform work from his Lore podcast last night at the Palace of Fine Arts Theatre. Just walking up to the venue, from any direction, will leave you in awe. The Beaux-Arts architecture brings you back to the period that encapsulated the 1915 Panama-Pacific Exposition era, and the surrounding gardens soothe the soul. In 1970, what used to be the Exhibit Hall became what is now the theatre. Upon entering the building, you will find a main room/foyer that serves as a home for the small snack/drink and reception area, as well as the restroom facilities. Inside the theatre itself, the seating is divided by even and odd numbers; even being on the right hand side while odd numbers reside on the left. Being in the front row, the only thing we did not account for were the smaller, monitor-type speakers, mounted to the front top-side of the stage. Note: This may pose a problem for shorter individuals attending a seated show. Throughout the event that we saw last night, the guest speaker, Aaron Mahnke, stood in the middle to front area of the stage for the duration of the presentation so the speakers did not cause an obstruction of view. Although the inside of the venue is on the larger side (966 seats), it still seems rather intimate. The seats are comfortably spaced, and recline slightly, so it was a perfect environment to listen to some spooky stories from an excellent narrator/author! Plus, the piano accompaniment provided by Chad Lawson was second to none! Thank you again to both Aaron and Chad for an entertaining break from the norm. Needless to say, we will definitely keep an eye out for more reasons to come back into San Francisco for future visits to this Bay Area gem!",5.0,"Jul, 2019",
TripAdvisor,Palace of Fine Arts Theatre,"This is a unique remnant from the 1915 Panama Pacific Expo. A fantastic building with beautiful scenery, lake, swans all around. It's little wonder that many brides, graduates and tourists favor this place for photo ops. But, after the exploratorium was moved, this became a theater for many productions. Go online, see what performances you may wish to see, and get your tickets. Enjoy!",5.0,"Aug, 2018",
TripAdvisor,Palace of Fine Arts Theatre,Beautiful building and area to stroll. The pond is lovely and the various types of birds are fun to spot. This is a must visit while in San Francisco.,5.0,"Jul, 2019",
TripAdvisor,Palace of Fine Arts Theatre,"I wasn’t sure whether to venture off the bike path to check out this palace, but I was glad we did. The architecture is amazing, and the grounds are remarkable. You’ll want photos of this place for sure.",5.0,"Jul, 2019",
TripAdvisor,Palace of Fine Arts Theatre,"It is a beautiful park like area and good place to rest if you've been walking all day. Not really any activities to do there, but it is very pretty on the eyes and kids will have a little room to run around to stretch out their legs.",5.0,"Jun, 2019",
TripAdvisor,Palace of Fine Arts Theatre,Would be one of my highlights on my stop over. Was recommended by a local and it’s beautiful. Free and a must see.,5.0,"Jul, 2019",
TripAdvisor,Palace of Fine Arts Theatre,"I did not know about this place, my hotel was in the area and we were having an evening stroll and came across it and its the place for your IG or family shots While we were there in the twilight, there was a group taking wedding photos and another group all dressed u in their finery taking family shots.",5.0,"Jun, 2019",
TripAdvisor,Palace of Fine Arts Theatre,"drop your group off and head to nearby neighborhood to find parking . If you find one, you win. A lot of picture opportunties",5.0,"Aug, 2018",
TripAdvisor,Palace of Fine Arts Theatre,"It looks if you step into an Ancient Greek/Roman site, but the massive construction is what’s left of the Panama-Pacific International Exposition of 1915 celebrating the completion of the Panama Canal. It’s impressive to walk through the site and as it seems to attract all new and old lovers having their “special day” picture been taken for eternity.",5.0,"Jun, 2019",
TripAdvisor,Palace of Fine Arts Theatre,"We plan on taking our wedding photos at this location and it’s absolutely stunning! The area itself is not big at all which makes it great for photos, not so much walking.",5.0,"Jun, 2019",
TripAdvisor,Palace of Fine Arts Theatre,"What a charming place! While there were a lot of people, the place is big, so me and my bf had some quiet moments away from everything. The architecture is gorgeous and we saw turtles and fish in addition to the famous swans. The place must be gorgeous at sunset.",5.0,"Jun, 2019",
TripAdvisor,Palace of Fine Arts Theatre,町とゴールデンゲートブリッジの中間あたりでしょうか。夜景が素晴らしいということだったのですが、足が不安なので、日中に行きました。それはそれでヨーロッパのような感じの建物で楽しめましたが、やはり夜に行ってみたい気持ちでした。,5.0,"Apr, 2019",
TripAdvisor,Palace of Fine Arts Theatre,Получили огромное удовольствие. Прогулка вокруг озера с лебедями и черепахами в самом центре города. Забываешь где находишься. При этом ощущение что ты в древнегреческом или римском амфитеатре.,5.0,"Jun, 2019",
TripAdvisor,Palace of Fine Arts Theatre,Excellent place to spend some time. It's quiet! You can enjoy the lake and the ducks as the architecture.,5.0,"May, 2019",
TripAdvisor,Palace of Fine Arts Theatre,Visited this first thing in the morning before heading over to Napa -- it was absolutely worth the stop! So much history and detail as well as an insight into how things were/looked at the time of the world fair!,5.0,"Aug, 2018",
TripAdvisor,Palace of Fine Arts Theatre,"Um passeio rapidinho e que rende fotos lindas é no Palace of Fine Arts. Quem assistiu os filmes A Rocha, Um século em 43 minutos ou A Marca já viu este lugar. Inclusive no novo filme do Netflix ""Meu Eterno Talvez"", é um tour por San",5.0,"Apr, 2019",
TripAdvisor,Palace of Fine Arts Theatre,✅Дворец Изящных Искусств.,5.0,"Mar, 2019",
TripAdvisor,Palace of Fine Arts Theatre,"This place was conceived and constructed on a grand scale for the 1915 Panama Pacific Exhibition. The main structure had large columns supporting a soaring domed ceiling with carved murals, statues. It was surrounded by a nice lagoon, a grassy area for picnics, and walkways to wander. It made an excellent background for photographs.",5.0,"Jan, 2019",
TripAdvisor,Palace of Fine Arts Theatre,"We took the night SF tour bus which stops right out side so you can get off and explore. It can get quite busy as there was so many tour buses doing the night tour, but worth a visit.",4.0,"Sep, 2018",
TripAdvisor,Palace of Fine Arts Theatre,"La mente guarda los mejores momentos y lugares de cada viaje. Al pensar en San Francisco, este es uno de los lugares que vienen a mi mente. Estuve en Julio con mi hija y al llegar quedó fascinada con la vista de esta bella edificación, rodeada de plantas y una laguna, Sentarse en una banca a descansar, disfrutar de la vista y tomar una foto para el recuerdo es algo que no deben dejar de hacer.",5.0,"Jul, 2018",
TripAdvisor,Palace of Fine Arts Theatre,"Not sure if there's more to this, but I did a quick site view as I was on a hop on/hop off tour so I was only there for about 20 minutes. The view is beautiful. There's a lake with ducks that you could hang out at (it looks very relaxing). The weather wasn't the best on the day we went (cold) so we didn't stay off of the bus too long just enough to take some pictures. Overall it was nice probably better for adults than kids (my 12 year old probably thought it was boring) but didn't tell me.",4.0,"Jul, 2018",
TripAdvisor,Palace of Fine Arts Theatre,"We stopped off while cycling back from under the Golden Gate Bridge, and was not dissapointed well worth looking around very pleasant . Took lots of photos while we were there. Would recommend a visit if you get the chance.",4.0,"Apr, 2018",
TripAdvisor,Palace of Fine Arts Theatre,"Fui até o local sem esperar muito e fiquei surpreso com a magnitude da construção. O local é lindo e traz uma paz enorme. Havia um senhor tocando violino e fez tudo parecer ainda melhor. É próximo do centro de visita da Golden Gate e pode ser uma boa fazer esse passeio no mesmo dia em que for na ponte. Não deixe de observar os peixes e o balé dos cisnes no lago. Caso esta avaliação tenha sido útil, click no botão abaixo.",4.0,"Mar, 2018",
TripAdvisor,Palace of Fine Arts Theatre,"Un lugar magico para no perdérselo cuando se viaja a san francisco. Tomara 45 minutos recorrerlo pero se puede parar y hacer pic nic y disfrutar de la vista ya que es una zona super segura y muy tranquila, en la cuadra de enfrente se llega a una playa chiquita pero muy linda y se puede ver el golden gate desde allí. Se ve a mucha gente de san francisco paseando a sus perros y haciendo actividades fisicas por allí, muy muy lindo.",5.0,"Aug, 2017",
TripAdvisor,Palace of Fine Arts Theatre,"We were headed back from a long walk from the ATT Park to Chrissy Field to watch the sun set behind the Golden Gate Bridge. Heading up to Marina Blvd, where I thought an Uber driver might find us I saw an interesting looking building. Decided that Uber and dinner could wait and walked to it. In the meantime the lights came on. It was magical. I can't speak to what it looks like in the day, but its other worldly at night. Very interesting place. And it's free! If you are anywhere near the area near Marina Boulevard it is well worth the trip.",5.0,"Oct, 2017",
TripAdvisor,Palace of Fine Arts Theatre,"From the time I arrived in SF, this place was on my MUST SEE list. Unfortunately, as things would have it, I was forced to wait for a little, but the opportunity finally presented itself where I could take a walk down to the Marina and check out the palace, Crissy Field, and walk across the Golden Gate.",5.0,"Dec, 2017",
TripAdvisor,Palace of Fine Arts Theatre,"This is one of my favorite places to take folks who are visiting from out of town. Best times to visit are early mornings, early evenings or evenings when its all lite up. I highly recommend and i can't stress this enough, DO NOT PARK HERE!!! This area is notorious for car break ins. If you're visiting I recommend taking an uber/lyft or public transportation. Other than this place is great for picnics and photos.",5.0,"Dec, 2017",
TripAdvisor,Palace of Fine Arts Theatre,Дворец построен вокруг небольшой искусственной лагуны. Он был создан длявыставки в 1915 году и остается популярной достопримечательностью для туристов и местных жителей и является любимым местом для свадеб и свадебных фотографий.,4.0,"May, 2017",
TripAdvisor,Palace of Fine Arts Theatre,Omg This is the most beautiful place I have ever seen. I felt like I was in Buckingham palace. It's so spacious with a unique infrastructure. It would make a beautiful place to have a wedding. A must see if you're visiting San Fransisco.,5.0,"Apr, 2017",
